ClinicName,Street,HouseNumber,Postcode,City,Phone,Email,Website,Latitude,Longitude,GoogleMaps
Praxis für Kieferorthopädie Wilmersdorf Dr. Nicola Schmidt-Rogge,Gieselerstraße,26,10713,Berlin,,,https://www.spange-na-klar.de,52.4895133,13.3178209,"https://www.google.com/maps/search/?api=1&query=52.4895133,13.3178209"
"Praxis für Mund-, Kiefer-, Gesichtschirurgie",Dörpfeldstraße,11,12489,Berlin,+49 30 6775664,,https://praxis-thulmann.de/,52.4362705,13.5442948,"https://www.google.com/maps/search/?api=1&query=52.4362705,13.5442948"
Praxis für Oralchirurgie,Feurigstraße,52,10827,Berlin,,,https://www.oralchirurgen.berlin/,52.4831975,13.3540288,"https://www.google.com/maps/search/?api=1&query=52.4831975,13.3540288"
Praxis für Zahnerhaltung.Berlin,Carmerstraße,2,10623,Berlin,+49 30 313 56 48,,https://www.zahnerhaltung.berlin/,52.5078465,13.3245115,"https://www.google.com/maps/search/?api=1&query=52.5078465,13.3245115"
Praxis für Zahnheilkunde und Kieferorthopädie,Germaniapromenade,28,12347,Berlin,+49 30 6255302,,https://www.zahnaerzte-britz.de/,52.4605064,13.4309956,"https://www.google.com/maps/search/?api=1&query=52.4605064,13.4309956"
Praxis für Zahnmedizin,Wildenbruchstraße,14,12045,Berlin,+49 30 6872215,,,52.4839078,13.4432818,"https://www.google.com/maps/search/?api=1&query=52.4839078,13.4432818"
Praxis für Zahnmedizin,Landsberger Allee,223,13055,Berlin,+49 30 92408530,info@praxis-zahnmedizin.de,https://www.praxis-zahnmedizin.de/,52.5352716,13.4854569,"https://www.google.com/maps/search/?api=1&query=52.5352716,13.4854569"
Praxis für ästhetische Zahnmedizin,Wexstraße,2,10825,Berlin,,,http://www.pfazm.de/,52.4789679,13.3427834,"https://www.google.com/maps/search/?api=1&query=52.4789679,13.3427834"
Praxisclinic Berlin,,,,Berlin,+49 30 7717343,,https://www.praxisclinic.de,52.4385324,13.3343271,"https://www.google.com/maps/search/?api=1&query=52.4385324,13.3343271"
Praxisgemeinschaft Dickhardtstraße,Dickhardtstraße,42,12161,Berlin,+49 30 8515000,,https://www.zahnarzt-friedenau-berlin.de/,52.4677074,13.3350024,"https://www.google.com/maps/search/?api=1&query=52.4677074,13.3350024"
Praxisgemeinschaft Dr. med. dent. Barbara Kunth Dr. med. dent. Axel Kunth,,,,Berlin,+49305100432,,,52.5070105,13.5121674,"https://www.google.com/maps/search/?api=1&query=52.5070105,13.5121674"
Praxisgemeinschaft für Zahnheilkunde,Karl-Marx-Straße,132,12043,Berlin,+49 30 68087868,,,52.4772407,13.4384682,"https://www.google.com/maps/search/?api=1&query=52.4772407,13.4384682"
Praxisgemeinschaft Martin Funke,,,,Berlin,+493048637855,,https://www.zahnarzt-martin-funke.de,52.5717031,13.4072262,"https://www.google.com/maps/search/?api=1&query=52.5717031,13.4072262"
Prenzl Zahnärzte,Danziger Straße,57,10435,Berlin,+49 30 23327510,,http://www.prenzlzahnärzte.de/,52.5398339,13.4216142,"https://www.google.com/maps/search/?api=1&query=52.5398339,13.4216142"
Priesterjahn Ruth,Romy-Schneider-Straße,1,13599,Berlin,+49 30 33776483,,,52.5449238,13.2244438,"https://www.google.com/maps/search/?api=1&query=52.5449238,13.2244438"
Prophylaxepraxis Yvonne Wowk,,,,Berlin,,,,52.5708741,13.4106891,"https://www.google.com/maps/search/?api=1&query=52.5708741,13.4106891"
q213,Kurfürstendamm,213,10719,Berlin,+49 30 88922800,,https://www.q213.de/,52.5022012,13.3256972,"https://www.google.com/maps/search/?api=1&query=52.5022012,13.3256972"
Rajka Živkovic;Karin-Biesel-Živkovic,Johann-Georg-Straße,21/22,10709,Berlin,+49 30 8911007,,,52.4961723,13.29804,"https://www.google.com/maps/search/?api=1&query=52.4961723,13.29804"
Raphael Will,,,,Berlin,,,,52.510017,13.2858719,"https://www.google.com/maps/search/?api=1&query=52.510017,13.2858719"
Reese & Wilke,,,,Berlin,,,,52.500654,13.3304939,"https://www.google.com/maps/search/?api=1&query=52.500654,13.3304939"
Regina Marx,Bänschstraße,58,10247,Berlin,+49 30 41728911,,,52.5176626,13.4663324,"https://www.google.com/maps/search/?api=1&query=52.5176626,13.4663324"
Renate Reimer & Verena Rinas,Dörpfeldstraße,6,12489,Berlin,+49 30 677 42 92,,,52.435897,13.5423381,"https://www.google.com/maps/search/?api=1&query=52.435897,13.5423381"
Robert & Laura Hornig,,,,Berlin,+49 30 4250334,,https://www.zahnarztpraxis-hornig.de/,52.5976628,13.3556275,"https://www.google.com/maps/search/?api=1&query=52.5976628,13.3556275"
Romana Roither,,,,Berlin,+49 30 7812135,,,52.4839852,13.3537009,"https://www.google.com/maps/search/?api=1&query=52.4839852,13.3537009"
Romina Sjølund,Kurfürstendamm,130,10711,Berlin,,,,52.4970431,13.2920592,"https://www.google.com/maps/search/?api=1&query=52.4970431,13.2920592"
Rubby Akhionbare;Sofia Friedel-Römer,Mariendorfer Damm,82,12109,Berlin,,,https://zahnarzt-mariendorf.com/,52.4453328,13.3855225,"https://www.google.com/maps/search/?api=1&query=52.4453328,13.3855225"
S. Arshadi,Müllerstraße,114A,13349,Berlin,+49 30 4517700,,,52.5553504,13.3427272,"https://www.google.com/maps/search/?api=1&query=52.5553504,13.3427272"
S. Reimann,,,,Berlin,,,,52.5174499,13.3183583,"https://www.google.com/maps/search/?api=1&query=52.5174499,13.3183583"
Sabina Nawka,,,,Berlin,,,https://www.nawka-dent.de/,52.5527542,13.4075981,"https://www.google.com/maps/search/?api=1&query=52.5527542,13.4075981"
Sabine Peters,Grüntaler Straße,70,13359,Berlin,,,,52.5564296,13.3926726,"https://www.google.com/maps/search/?api=1&query=52.5564296,13.3926726"
Sabine Pöggel,Wildenbruchstraße,91,12045,Berlin,+49 30 6810792,,,52.4819956,13.4402631,"https://www.google.com/maps/search/?api=1&query=52.4819956,13.4402631"
Sabine Quack,Wühlischstraße,15/16,10245,Berlin,+49 30 6114583,,https://www.zap-sabinequack.de/,52.5084773,13.4626645,"https://www.google.com/maps/search/?api=1&query=52.5084773,13.4626645"
Sabine Röser,,,,Berlin,+49 30 6455143,,https://www.zahnarzt-friedrichshagen.berlin/,52.4554155,13.6249716,"https://www.google.com/maps/search/?api=1&query=52.4554155,13.6249716"
Scaladent Zahntechnik,Breite Straße,29B,13187,Berlin,,,https://scaladent.de/,52.5692512,13.4045811,"https://www.google.com/maps/search/?api=1&query=52.5692512,13.4045811"
Schrinner-KFO,Schönwalder Straße,12,13347,Berlin,+49 30 4 61 81 54,,https://www.schrinner-koenig.de/,52.5421937,13.371927,"https://www.google.com/maps/search/?api=1&query=52.5421937,13.371927"
Seligmann Zahnärzte in Friedenau,Hauptstraße,68a,12159,Berlin,+49 30 8527530,hallo@seligmann.org,https://dr-seligmann.de/,52.4760243,13.340356,"https://www.google.com/maps/search/?api=1&query=52.4760243,13.340356"
Serpil Hartfiel,Kollwitzstraße,77,10435,Berlin,,,https://www.zahnarztpraxis-hartfiel.de/,52.5375469,13.4189939,"https://www.google.com/maps/search/?api=1&query=52.5375469,13.4189939"
ShapeMySmile,Grünberger Straße,22,,Berlin,,,,52.5126567,13.4505869,"https://www.google.com/maps/search/?api=1&query=52.5126567,13.4505869"
Sibylle Hardt,Königsberger Straße,45,,Berlin,+49 30 7728275,,https://zahnarzt-lichterfelde.berlin/,52.4281961,13.3243834,"https://www.google.com/maps/search/?api=1&query=52.4281961,13.3243834"
Sibylle Tewes,,,,Berlin,,,,52.4906325,13.3317955,"https://www.google.com/maps/search/?api=1&query=52.4906325,13.3317955"
Siegfried Gerlach,Büsingstraße,15,12161,Berlin,+49 30 8511010,,https://dr-gerlach.de/,52.4681057,13.3259488,"https://www.google.com/maps/search/?api=1&query=52.4681057,13.3259488"
Silke Conrad,Hohenzollerndamm,182,10713,Berlin,,,https://www.zahnpraxis-conrad.de/,52.4907968,13.3163371,"https://www.google.com/maps/search/?api=1&query=52.4907968,13.3163371"
Simon Bass,Wittelsbacherstraße,19,10707,Berlin,+49 30 791 32 21,,https://www.zahnarztpraxis-simon-bass.de/,52.4954516,13.3089556,"https://www.google.com/maps/search/?api=1&query=52.4954516,13.3089556"
Simone Fritzsche,Roennebergstraße,3,12161,Berlin,,,https://www.simone-fritzsche.de/,52.4679185,13.3304456,"https://www.google.com/maps/search/?api=1&query=52.4679185,13.3304456"
Smi)e Smi)e,,,,Berlin,,,,52.4646927,13.4331962,"https://www.google.com/maps/search/?api=1&query=52.4646927,13.4331962"
Smile & Smile,,,,Berlin,,,,52.5011342,13.3214257,"https://www.google.com/maps/search/?api=1&query=52.5011342,13.3214257"
Smile & Smile Zahnarztpraxis,Hermannstraße,44,12049,Berlin,+49 30 6222023,,,52.4789979,13.4254011,"https://www.google.com/maps/search/?api=1&query=52.4789979,13.4254011"
Smile Dent,,,,Berlin,,,,52.4380952,13.3875403,"https://www.google.com/maps/search/?api=1&query=52.4380952,13.3875403"
Smile Shine,Bamberger Straße,49,10779,Berlin,,,https://www.zahnarztpraxis-sreekumar.de/,52.4941009,13.3375364,"https://www.google.com/maps/search/?api=1&query=52.4941009,13.3375364"
Sonja Herrmann,Sponholzstraße,28-29,12159,Berlin,,,https://www.dr-sonja-herrmann.de/,52.4709806,13.3406057,"https://www.google.com/maps/search/?api=1&query=52.4709806,13.3406057"
Soraya Jalali,Wilmersdorfer Straße,55,10627,Berlin,+49 30 3139800,,,52.5080337,13.3058368,"https://www.google.com/maps/search/?api=1&query=52.5080337,13.3058368"
Staudt,,,,Berlin,,,https://dr-staudt.de/ihr-zahnarzt.html,52.5530398,13.4111808,"https://www.google.com/maps/search/?api=1&query=52.5530398,13.4111808"
"Stefan Günter, J.P.Reister",Georg-Wilhelm-Straße,3,10711,Berlin,,,https://www.prophylaxepraxis-berlin.de/,52.498115,13.2906433,"https://www.google.com/maps/search/?api=1&query=52.498115,13.2906433"
Stefan Strauss,Erdmannstraße,13,,Berlin,+49 30 7813864,,https://www.zahnarztstrauss.de/,52.4888306,13.3600187,"https://www.google.com/maps/search/?api=1&query=52.4888306,13.3600187"
Stephan York Kledzik,Jahnstraße,5,12347,Berlin,+49 30 6841980,,,52.461198,13.4450962,"https://www.google.com/maps/search/?api=1&query=52.461198,13.4450962"
Susanne Schicks,Babelsberger Straße,12,10715,Berlin,,,https://www.zahnarztpraxis-in-wilmersdorf.de/,52.4847258,13.3348689,"https://www.google.com/maps/search/?api=1&query=52.4847258,13.3348689"
Svetlana Savić-Paltin,Blissestraße,12,10713,Berlin,,,http://www.zahnaerzte-berlin-wilmersdorf.de,52.4850449,13.3200805,"https://www.google.com/maps/search/?api=1&query=52.4850449,13.3200805"
SwissMedAI MVZ,Bundesallee,140,12161,Berlin,,,https://www.swissmedzahnmedizin.de/,52.476717,13.3288133,"https://www.google.com/maps/search/?api=1&query=52.476717,13.3288133"
Tanja Bohrmann,Birkbuschstraße,16,12167,Berlin,+49 30 8344080,,https://www.zahnaerztin-steglitz.de,52.4502088,13.3225293,"https://www.google.com/maps/search/?api=1&query=52.4502088,13.3225293"
TeethTerminal,Am Rudolfplatz,6,10245,Berlin,+49 30 2910953,rezeption@teethterminal.com,https://www.teethterminal.com/,52.5023414,13.4564904,"https://www.google.com/maps/search/?api=1&query=52.5023414,13.4564904"
Tempeldent,Ringbahnstraße,76-80,12103,Berlin,+49 30 26399080,,https://www.tempeldent.de/,52.4687911,13.3844306,"https://www.google.com/maps/search/?api=1&query=52.4687911,13.3844306"
Thilo Gaspar,Belziger Straße,34,10823,Berlin,,,,52.4867991,13.3522039,"https://www.google.com/maps/search/?api=1&query=52.4867991,13.3522039"
Thomas Kersten,Wiesbadener Straße,3,12161,Berlin,+49 30 8593226,,http://www.zahnarzt-kersten.de/,52.471735,13.3262477,"https://www.google.com/maps/search/?api=1&query=52.471735,13.3262477"
Thomas Seefeldt,Raumerstraße,21,10437,Berlin,+49 30 4427776,,,52.5412321,13.423447,"https://www.google.com/maps/search/?api=1&query=52.5412321,13.423447"
Tina Sommerfeld,,,,Berlin,,,,52.6170354,13.3167165,"https://www.google.com/maps/search/?api=1&query=52.6170354,13.3167165"
Tobias Mache,Niedstraße,22,12159,Berlin,,,,52.4726594,13.3293576,"https://www.google.com/maps/search/?api=1&query=52.4726594,13.3293576"
"Tomris Aydin, Diş Hekimi",Ebertystraße,10,,Berlin,+49 3042800422,,,52.5253622,13.4518901,"https://www.google.com/maps/search/?api=1&query=52.5253622,13.4518901"
torhaus – Ihre Zahnärzte,Robert-Koch-Platz,11,10115,Berlin,+49 30 27 90 74 90,,https://www.zahnarzt-torhaus.de/,52.5283805,13.3783808,"https://www.google.com/maps/search/?api=1&query=52.5283805,13.3783808"
Torsten Beier,Joachim-Gottschalk-Weg,13,12353,Berlin,,,,52.4231496,13.4760864,"https://www.google.com/maps/search/?api=1&query=52.4231496,13.4760864"
Tùng Trần,,,,Berlin,,,,52.5148869,13.4981588,"https://www.google.com/maps/search/?api=1&query=52.5148869,13.4981588"
Ulrich Knabe,Mariendorfer Damm,144,12107,Berlin,,,,52.4384796,13.3875275,"https://www.google.com/maps/search/?api=1&query=52.4384796,13.3875275"
Ulrich Lohse,Danziger Straße,104,10405,Berlin,+49 30 4427005,,,52.5368578,13.4301125,"https://www.google.com/maps/search/?api=1&query=52.5368578,13.4301125"
Ulrike Ariane Lechler,Scharnweberstraße,44,12587,Berlin,+49306455563,zahnarztpraxislechler-ulrike@freenet.de,http://zahnarzt-friedrichshagen.de/,52.4527347,13.6282771,"https://www.google.com/maps/search/?api=1&query=52.4527347,13.6282771"
Ulrike Töwel-Helm,Schivelbeiner Straße,33,10439,Berlin,+49 30 4458613,praxis.toewe-helm@t-online.de,http://www.zahnarztpraxis-toewe-helm.de/,52.550916,13.4076671,"https://www.google.com/maps/search/?api=1&query=52.550916,13.4076671"
United Dentists,Residenzstraße,115,,Berlin,+49 309395071213,,,52.5649616,13.3640353,"https://www.google.com/maps/search/?api=1&query=52.5649616,13.3640353"
Uta Berndt,Stargarder Straße,3,10437,Berlin,+49 30 4458507,,https://www.dr-uta-berndt.de/,52.5473777,13.4143412,"https://www.google.com/maps/search/?api=1&query=52.5473777,13.4143412"
Uta Köpke,Büsingstraße,19,12161,Berlin,+49 30 85999603,,,52.4667869,13.3262165,"https://www.google.com/maps/search/?api=1&query=52.4667869,13.3262165"
Ute Henrion,Louis-Lewin-Straße,8,12627,Berlin,,,,52.5316077,13.621904,"https://www.google.com/maps/search/?api=1&query=52.5316077,13.621904"
Uwe Scherf,Moselstraße,1,12159,Berlin,+49 30 8522813,,http://zahnarztpraxis-uwe-scherf.de/,52.4688879,13.333481,"https://www.google.com/maps/search/?api=1&query=52.4688879,13.333481"
Vach,Schönhauser Allee,134,10437,Berlin,,,,52.5443105,13.4120962,"https://www.google.com/maps/search/?api=1&query=52.5443105,13.4120962"
Viktoria Böttcher,Nollendorfstraße,13-14,10777,Berlin,+49 30 2164100,,,52.4979933,13.3523262,"https://www.google.com/maps/search/?api=1&query=52.4979933,13.3523262"
Volksdent,Rosa-Luxemburg-Straße,19,10178,Berlin,,,http://volksdent.de/,52.5252451,13.4103702,"https://www.google.com/maps/search/?api=1&query=52.5252451,13.4103702"
Von Wolff,,,,Berlin,,,,52.5016001,13.3134421,"https://www.google.com/maps/search/?api=1&query=52.5016001,13.3134421"
Voslamber Praxis für Kieferorthopädie,Fechnerstraße,23,10717,Berlin,,,https://kieferorthopaede-in-berlin.de,52.4887208,13.3204628,"https://www.google.com/maps/search/?api=1&query=52.4887208,13.3204628"
white cocoon,Carmerstraße,5,10623,Berlin,,,https://www.white-cocoon.de,52.5074433,13.3240161,"https://www.google.com/maps/search/?api=1&query=52.5074433,13.3240161"
White Smile,Kieler Straße,1,12163,Berlin,,,http://zahnarzt.berlin,52.4586751,13.3232912,"https://www.google.com/maps/search/?api=1&query=52.4586751,13.3232912"
Wunschlachen,Meraner Straße,7,10779,Berlin,,,,52.4882442,13.3392225,"https://www.google.com/maps/search/?api=1&query=52.4882442,13.3392225"
Wunschlächeln,Gotthardstraße,27,13407,Berlin,,,,52.5662551,13.3454904,"https://www.google.com/maps/search/?api=1&query=52.5662551,13.3454904"
Yan Kruglyakov,Bundesallee,84,12161,Berlin,,,,52.4691686,13.3279738,"https://www.google.com/maps/search/?api=1&query=52.4691686,13.3279738"
Yanina Ketzelmann,Lauterstraße,17-18,12159,Berlin,+49 30 609836861,,https://www.kfo-ketzelman.de/,52.4717499,13.3349973,"https://www.google.com/maps/search/?api=1&query=52.4717499,13.3349973"
Yuriy Sorokin,Plönzeile,2,12459,Berlin,+49 30 5350502,,https://zahnarztpraxis-gesunderzahn.de/,52.461858,13.5226784,"https://www.google.com/maps/search/?api=1&query=52.461858,13.5226784"
Yvonne Ende,Breitenbachplatz,10,14195,Berlin,,,https://www.zahnarztbreitenbachplatz.de/,52.467235,13.3080456,"https://www.google.com/maps/search/?api=1&query=52.467235,13.3080456"
ZA Dembinski/Reinnagel,Kissingenstraße,45,13189,Berlin,,,http://www.pankow-zahnarzt.de/,52.5668298,13.4168158,"https://www.google.com/maps/search/?api=1&query=52.5668298,13.4168158"
Zahn33,Karl-Kunger-Straße,65,12435,Berlin,+49 30 53213930,,https://www.zahn33.de/standort-treptow,52.4922791,13.4458931,"https://www.google.com/maps/search/?api=1&query=52.4922791,13.4458931"
Zahn33,,,,Berlin,,,,52.5052373,13.4401505,"https://www.google.com/maps/search/?api=1&query=52.5052373,13.4401505"
Zahnartzpraxis am Bundesplatz,Bundesplatz,12a,10715,Berlin,+49 30 91145657,,https://www.zahnarztpraxis-am-bundesplatz.de/,52.4784281,13.3290979,"https://www.google.com/maps/search/?api=1&query=52.4784281,13.3290979"
Zahnarzt Alexander Nachimowski,Karl-Marx-Straße,88,12043,Berlin,+49 30 6813819,,,52.4806113,13.4352758,"https://www.google.com/maps/search/?api=1&query=52.4806113,13.4352758"
Zahnarzt am Rüdesheimer Platz,Rüdesheimer Straße,8,14197,Berlin,+49 30 8277700,,http://www.zahnarzt-ruedi.de,52.4728339,13.3140042,"https://www.google.com/maps/search/?api=1&query=52.4728339,13.3140042"
Zahnarzt Carsten Becker,Bötzowstraße,30,10407,Berlin,,,,52.5316693,13.4343918,"https://www.google.com/maps/search/?api=1&query=52.5316693,13.4343918"
Zahnarzt Christian Vogt,Auguste-Viktoria-Straße,7A,13467,Berlin,,,,52.6186491,13.3129476,"https://www.google.com/maps/search/?api=1&query=52.6186491,13.3129476"
Zahnarzt Dr. Kalinke,Hauptstraße,5B,10317,Berlin,+49 30 5589089,,,52.5000343,13.4777222,"https://www.google.com/maps/search/?api=1&query=52.5000343,13.4777222"
Zahnarzt Dr. Matthias Thuma & Kollegen,Welfenallee,6,,Berlin,+49 30 4017776,info@dr-thuma.de,https://dr-thuma.de/,52.6315306,13.2888796,"https://www.google.com/maps/search/?api=1&query=52.6315306,13.2888796"
Zahnarzt Dr. med. Hans-Christian Rapp,,,,Berlin,+49305251383,,,52.5078863,13.4977822,"https://www.google.com/maps/search/?api=1&query=52.5078863,13.4977822"
Zahnarzt Dr. Michael,Dunckerstraße,11,10437,Berlin,+49 30 4445656,,https://drmichael.de/,52.5425873,13.4210998,"https://www.google.com/maps/search/?api=1&query=52.5425873,13.4210998"
Zahnarzt Friedrichshain,Frankfurter Allee,42,10247,Berlin,+49 30 2912161,,https://zahnarztfriedrichshain.com/,52.5146755,13.4629182,"https://www.google.com/maps/search/?api=1&query=52.5146755,13.4629182"
Zahnarzt Gabriele Letzner,,,,Berlin,+49 30 4324412,,http://www.letzner.net/index.html,52.5754793,13.2749306,"https://www.google.com/maps/search/?api=1&query=52.5754793,13.2749306"
Zahnarzt H. Khello,Hohenzollernring,95,13585,Berlin,+49 30 3352898,,,52.5558045,13.2070283,"https://www.google.com/maps/search/?api=1&query=52.5558045,13.2070283"
Zahnarzt Ingrid Wolf,Richardstraße,108,12043,Berlin,+49 30 6871846,,,52.4782712,13.4392054,"https://www.google.com/maps/search/?api=1&query=52.4782712,13.4392054"
Zahnarzt Jürgen Dreiling,,,,Berlin,+49 30 76405607,,,52.3816109,13.3964337,"https://www.google.com/maps/search/?api=1&query=52.3816109,13.3964337"
Zahnarzt Katzorke,Simon-Dach-Straße,3,10245,Berlin,,,,52.5124063,13.4571396,"https://www.google.com/maps/search/?api=1&query=52.5124063,13.4571396"
Zahnarzt Ludwig Lippert,,,,Berlin,+49 30 69001250,info@praxislippert.de,,52.4936744,13.4184822,"https://www.google.com/maps/search/?api=1&query=52.4936744,13.4184822"
Zahnarzt M. Abo Hamada,Finowstraße,25a,12045,Berlin,+49 30 6875077,,,52.4821722,13.4426533,"https://www.google.com/maps/search/?api=1&query=52.4821722,13.4426533"
Zahnarzt Mario Fleischer & Partner,Greifswalder Straße,205,10405,Berlin,+49 30 814785741,,,52.5330685,13.4289345,"https://www.google.com/maps/search/?api=1&query=52.5330685,13.4289345"
Zahnarzt Mario Fosca,,,,Berlin,+49 30 5348695,,,52.4938953,13.4599334,"https://www.google.com/maps/search/?api=1&query=52.4938953,13.4599334"
Zahnarzt Moabit,Stromstraße,64,10555,Berlin,+49303915005,,https://www.zahnarzt-moabit.de/,52.5251841,13.3424673,"https://www.google.com/maps/search/?api=1&query=52.5251841,13.3424673"
Zahnarzt N. Schaar,,,,Berlin,,,,52.5502604,13.3506987,"https://www.google.com/maps/search/?api=1&query=52.5502604,13.3506987"
Zahnarzt Praxis Rohloff,Hubertusallee,11a,14193,Berlin,,,,52.492872,13.2847197,"https://www.google.com/maps/search/?api=1&query=52.492872,13.2847197"
Zahnarzt René Zabel,Pasteurstraße,3,10407,Berlin,,,,52.5343865,13.4318441,"https://www.google.com/maps/search/?api=1&query=52.5343865,13.4318441"
Zahnarzt Wael Alah Raschi,Hauptstraße,160,10827,Berlin,+49 30 7817815,,https://www.za-alahraschi.de/,52.489992,13.3602904,"https://www.google.com/maps/search/?api=1&query=52.489992,13.3602904"
Zahnarzt- und Prophylaxepraxis Dr. med. dent. Arne Mallien,Schillerstraße,15,10625,Berlin,+49 30 3123256,,http://www.doktor-mallien.de/kontakt.html,52.5109648,13.316685,"https://www.google.com/maps/search/?api=1&query=52.5109648,13.316685"
Zahnarztpraxis,Eichborndamm,18,13403,Berlin,+49 304122607,info@berlin-zahnaerzte.com,https://www.berlin-zahnaerzte.com/berlin-reinickendorf-eichborndamm/,52.5697914,13.3127858,"https://www.google.com/maps/search/?api=1&query=52.5697914,13.3127858"
Zahnarztpraxis,Mellenseestraße,24,10319,Berlin,+49 30 51009314,mail@zahnarztpraxisfalk.de,https://www.zahnarztpraxisfalk.de/,52.4937407,13.5115501,"https://www.google.com/maps/search/?api=1&query=52.4937407,13.5115501"
Zahnarztpraxis,Möllendorffstraße,111,10367,Berlin,+49 30 5533127,,,52.5161324,13.4786589,"https://www.google.com/maps/search/?api=1&query=52.5161324,13.4786589"
Zahnarztpraxis Adlershof,,,,Berlin,+49 30 63922404,info@dr-alexander-richter.de,www.dr-alexander-richter.de;www.angsthase.de,52.431971,13.5374613,"https://www.google.com/maps/search/?api=1&query=52.431971,13.5374613"
Zahnarztpraxis Adlershof MVZ FokusDent,,,,Berlin,030 / 63 92 24 06,info@zap-adlershof.de,www.zap-adlershof.de,52.4317886,13.537098,"https://www.google.com/maps/search/?api=1&query=52.4317886,13.537098"
Zahnarztpraxis Alexander Piosik,Breisgauer Straße,12,14129,Berlin,+49 30 8036088,info@piosik-zahnarzt.de,https://www.zahnarzt-piosik.de/,52.4378223,13.215412,"https://www.google.com/maps/search/?api=1&query=52.4378223,13.215412"
Zahnarztpraxis am Anhalter Bahnhof,,,,Berlin,,,,52.5044985,13.3809236,"https://www.google.com/maps/search/?api=1&query=52.5044985,13.3809236"
Zahnarztpraxis am Askanischen Platz,Askanischer Platz,1,10963,Berlin,+49 30 2542060,,https://www.zahn-med.de/,52.5048735,13.3811437,"https://www.google.com/maps/search/?api=1&query=52.5048735,13.3811437"
Zahnarztpraxis am Checkpoint Charlie,Friedrichstraße,210,10969,Berlin,,,,52.5064467,13.3903797,"https://www.google.com/maps/search/?api=1&query=52.5064467,13.3903797"
Zahnarztpraxis am Kreuzberg,Bergmannstraße,2,10961,Berlin,,,https://www.zahnarztpraxis-am-kreuzberg.de/,52.4897724,13.3877217,"https://www.google.com/maps/search/?api=1&query=52.4897724,13.3877217"
Zahnarztpraxis am Mehringhof,,,,Berlin,+49 30 6904790,,http://www.zam-berlin.de,52.4924855,13.3883124,"https://www.google.com/maps/search/?api=1&query=52.4924855,13.3883124"
Zahnarztpraxis am Olivaer Platz,,,,Berlin,,,,52.4971328,13.3129392,"https://www.google.com/maps/search/?api=1&query=52.4971328,13.3129392"
Zahnarztpraxis am Schlachtensee,Breisgauer Straße,7,14129,Berlin,+49 30 801 88 84,,https://zahnarztpraxis-schlachtensee.de/,52.438524,13.2156245,"https://www.google.com/maps/search/?api=1&query=52.438524,13.2156245"
Zahnarztpraxis am Stadtpark,Albrechtstraße,36a,12167,Berlin,,,,52.4518303,13.3332871,"https://www.google.com/maps/search/?api=1&query=52.4518303,13.3332871"
Zahnarztpraxis Anja Wolfgram,,,,Berlin,,,,52.5738942,13.406895,"https://www.google.com/maps/search/?api=1&query=52.5738942,13.406895"
Zahnarztpraxis B18,Badensche Straße,18,10715,Berlin,,,http://www.zahnarztpraxisb18.de,52.4862328,13.3323344,"https://www.google.com/maps/search/?api=1&query=52.4862328,13.3323344"
Zahnarztpraxis Berger,Ehrlichstraße,32,10318,Berlin,+49 30 5098481,berlin@zahnarztpraxis-berger.de,https://www.zahnarztpraxis-berger.de/,52.4808881,13.5194864,"https://www.google.com/maps/search/?api=1&query=52.4808881,13.5194864"
Zahnarztpraxis Berlin-Buckow,,,,Berlin,,,https://www.zahnarztpraxis-buckow.de/,52.4238975,13.4367314,"https://www.google.com/maps/search/?api=1&query=52.4238975,13.4367314"
Zahnarztpraxis Birgit Kleinschmidt,Karl-Lade-Straße,40,10369,Berlin,,,https://www.zahnarztpraxis-kleinschmidt.de/,52.5285621,13.4654732,"https://www.google.com/maps/search/?api=1&query=52.5285621,13.4654732"
Zahnarztpraxis Birgit Samarrai,,,,Berlin,,,,52.5121655,13.288979,"https://www.google.com/maps/search/?api=1&query=52.5121655,13.288979"
Zahnarztpraxis Bismarckstr. 49,Bismarckstraße,49,12169,Berlin,,,,52.4532214,13.3390104,"https://www.google.com/maps/search/?api=1&query=52.4532214,13.3390104"
Zahnarztpraxis Blümel & Dahlem,Schloßstraße,107-108,12163,Berlin,,,https://zahnaerzte-in-steglitz.de,52.4606648,13.3248299,"https://www.google.com/maps/search/?api=1&query=52.4606648,13.3248299"
Zahnarztpraxis Bodenheimer Frömming,Richard-Sorge-Straße,73,10249,Berlin,+49 30 42010110;+49 304272627,,https://zahnarztpraxis-froemming.com,52.520238,13.4471274,"https://www.google.com/maps/search/?api=1&query=52.520238,13.4471274"
Zahnarztpraxis Breitenbachplatz,Breitenbachplatz,21,14195,Berlin,,,https://zahnarztpraxis-breitenbachplatz.de/,52.4660155,13.3076324,"https://www.google.com/maps/search/?api=1&query=52.4660155,13.3076324"
Zahnarztpraxis Breyer - Jonscher,Greifswalder Straße,165,10409,Berlin,+49 30 4246529,,https://www.breyer-jonscher-zahnarztpraxis.de/,52.5421788,13.4395002,"https://www.google.com/maps/search/?api=1&query=52.5421788,13.4395002"
Zahnarztpraxis Brunz,Klemkestraße,4,,Berlin,+49 30 4951090,info@zahnarztpraxis-brunz.de,https://www.zahnarztpraxis-brunz.de/,52.5741347,13.360023,"https://www.google.com/maps/search/?api=1&query=52.5741347,13.360023"
Zahnarztpraxis Brünau,,,,Berlin,,,,52.5183878,13.2899174,"https://www.google.com/maps/search/?api=1&query=52.5183878,13.2899174"
